"variety","variety_code","harvest","plant","rank","ranktop","relative_ranktop","HS","inerv","x","y"
"Soissons",1,1,1,1,12,5,3.81284280899208,1,0,0
"Soissons",1,1,1,1,12,5,3.81284280899208,1,0.274186849946184,0.293163593607032
"Soissons",1,1,1,1,12,5,3.81284280899208,1,0.55475367293559,0.467674647232959
"Soissons",1,1,1,1,12,5,3.81284280899208,1,0.835313887564013,0.560507001332451
"Soissons",1,1,1,1,12,5,3.81284280899208,1,1.10929005431723,0.608476784021279
"Soissons",1,1,1,1,12,5,3.81284280899208,1,1.3703908370364,0.648180704022172
"Soissons",1,1,1,1,12,5,3.81284280899208,1,1.63041339977125,0.689760108404613
"Soissons",1,1,1,1,12,5,3.81284280899208,1,1.93648683560999,0.691303440472573
"Soissons",1,1,1,1,12,5,3.81284280899208,1,2.32603405316452,0.614148756262715
"Soissons",1,1,1,1,12,5,3.81284280899208,1,2.75552076449443,0.471306273817824
"Soissons",1,1,1,1,12,5,3.81284280899208,1,3.15350841128205,0.294774936643796
"Soissons",1,1,1,1,12,5,3.81284280899208,1,3.48237960021423,0.109709939439211
"Soissons",1,1,1,1,12,5,3.81284280899208,1,3.73839304353521,-0.06474909225287
"Soissons",1,1,1,1,12,5,3.81284280899208,1,3.93333678592018,-0.2231304491259
"Soissons",1,1,1,1,12,5,3.81284280899208,1,4.11796764542312,-0.396471971327612
"Soissons",1,1,1,1,12,5,3.81284280899208,1,4.34375926761775,-0.61709175613105
"Soissons",1,1,1,1,12,5,3.81284280899208,1,4.61160776740561,-0.874503121168407
"Soissons",1,1,1,1,12,5,3.81284280899208,1,4.89601581057845,-1.1360957896964
"Soissons",1,1,1,1,12,5,3.81284280899208,1,5.17139674081017,-1.36909521215214
"Soissons",1,1,1,1,12,5,3.81284280899208,1,5.41226355006876,-1.54073545393007
"Soissons",1,1,1,2,11,4,3.81284280899208,2,0,0
"Soissons",1,1,1,2,11,4,3.81284280899208,2,0.618737312853612,0.093962426973188
"Soissons",1,1,1,2,11,4,3.81284280899208,2,1.14616206945166,0.222857175227305
"Soissons",1,1,1,2,11,4,3.81284280899208,2,1.59917961058643,0.334288353199211
"Soissons",1,1,1,2,11,4,3.81284280899208,2,1.99435058065164,0.379545335176797
"Soissons",1,1,1,2,11,4,3.81284280899208,2,2.34289896142736,0.385830735611636
"Soissons",1,1,1,2,11,4,3.81284280899208,2,2.65575037919247,0.424123429462506
"Soissons",1,1,1,2,11,4,3.81284280899208,2,2.97699734039459,0.403843392026561
"Soissons",1,1,1,2,11,4,3.81284280899208,2,3.33620065445051,0.222322183427547
"Soissons",1,1,1,2,11,4,3.81284280899208,2,3.67442042259147,-0.0492755531953366
"Soissons",1,1,1,2,11,4,3.81284280899208,2,3.92329800700776,-0.389668036037002
"Soissons",1,1,1,2,11,4,3.81284280899208,2,4.03279627822562,-0.883042032311938
"Soissons",1,1,1,2,11,4,3.81284280899208,2,4.05048648328255,-1.44731862295259
"Soissons",1,1,1,2,11,4,3.81284280899208,2,4.07054856337509,-1.92044830849596
"Soissons",1,1,1,2,11,4,3.81284280899208,2,4.07872718543266,-2.36249643318516
"Soissons",1,1,1,2,11,4,3.81284280899208,2,4.08625014415213,-2.8324291146323
"Soissons",1,1,1,2,11,4,3.81284280899208,2,4.24535786413178,-3.2170407543975
"Soissons",1,1,1,2,11,4,3.81284280899208,2,4.56214702541999,-3.46471458686737
"Soissons",1,1,1,2,11,4,3.81284280899208,2,4.85518520995965,-3.62176181671146
"Soissons",1,1,1,2,11,4,3.81284280899208,2,4.93318671808009,-3.7400580750248
"Soissons",1,1,1,3,10,3,3.81284280899208,3,0,0
"Soissons",1,1,1,3,10,3,3.81284280899208,3,0.298061934009062,0.316364102868479
"Soissons",1,1,1,3,10,3,3.81284280899208,3,0.829376645998733,0.701439098711279
"Soissons",1,1,1,3,10,3,3.81284280899208,3,1.42803857993632,1.12714526234308
"Soissons",1,1,1,3,10,3,3.81284280899208,3,1.95749687524401,1.55463616695963
"Soissons",1,1,1,3,10,3,3.81284280899208,3,2.38006114224782,1.91475499491997
"Soissons",1,1,1,3,10,3,3.81284280899208,3,2.75962485200092,2.1811145456
"Soissons",1,1,1,3,10,3,3.81284280899208,3,3.1744668030007,2.37648321169234
"Soissons",1,1,1,3,10,3,3.81284280899208,3,3.58370191637011,2.54927349494208
"Soissons",1,1,1,3,10,3,3.81284280899208,3,3.90103731399344,2.67223765807606
"Soissons",1,1,1,3,10,3,3.81284280899208,3,4.16940640059941,2.67798599298982
"Soissons",1,1,1,3,10,3,3.81284280899208,3,4.67879292208741,2.52342897527031
"Soissons",1,1,1,3,10,3,3.81284280899208,3,5.32229229562599,2.23470030288834
"Soissons",1,1,1,3,10,3,3.81284280899208,3,5.90584408197595,1.886810014654
